seqnames1	start1	end1	seqnames2	start2	end2	name	selected_anch1	selected_anch2	loop_class	celltype
chr6	30212500	30213500	chr6	31399500	31400500	chr6_30213000_31400000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30555500	30556500	chr6_30213000_30556000	promoter	enhancer	E-P	GM12878
chr6	30212500	30213500	chr6	31462500	31463500	chr6_30213000_31463000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30570500	30571500	chr6_30213000_30571000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30646500	30647500	chr6_30213000_30647000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30719500	30720500	chr6_30213000_30720000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30735500	30736500	chr6_30213000_30736000	promoter	enhancer	E-P	GM12878
chr6	30212500	30213500	chr6	30742500	30743500	chr6_30213000_30743000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	31157500	31158500	chr6_30213000_31158000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	31271500	31272500	chr6_30213000_31272000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	31356500	31357500	chr6_30213000_31357000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30344500	30345500	chr6_30213000_30345000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30615500	30616500	chr6_30213000_30616000	promoter	enhancer	E-P	GM12878
chr6	30212500	30213500	chr6	30488500	30489500	chr6_30213000_30489000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30515500	30516500	chr6_30213000_30516000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30325500	30326500	chr6_30213000_30326000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	30527500	30528500	chr6_30213000_30528000	promoter	enhancer	E-P	GM12878
chr6	30212500	30213500	chr6	30672500	30673500	chr6_30213000_30673000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	31494500	31495500	chr6_30213000_31495000	promoter	promoter	P-P	GM12878
chr6	30212500	30213500	chr6	31003500	31004500	chr6_30213000_31004000	promoter	NA	E/P-other	GM12878
chr6	30213500	30214500	chr6	30954500	30955500	chr6_30214000_30955000	promoter	NA	E/P-other	GM12878
chr6	30213500	30214500	chr6	30258500	30259500	chr6_30214000_30259000	promoter	promoter	P-P	GM12878
chr6	30213500	30214500	chr6	31185500	31186500	chr6_30214000_31186000	promoter	enhancer	E-P	GM12878
chr6	30213500	30214500	chr6	30757500	30758500	chr6_30214000_30758000	promoter	NA	E/P-other	GM12878
chr6	30214500	30215500	chr6	30280500	30281500	chr6_30215000_30281000	enhancer	NA	E/P-other	GM12878
chr6	30259500	30260500	chr6	30280500	30281500	chr6_30260000_30281000	promoter	NA	E/P-other	GM12878
chr6	30325500	30326500	chr6	30907500	30908500	chr6_30326000_30908000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31157500	31158500	chr6_30326000_31158000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31203500	31204500	chr6_30326000_31204000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	31399500	31400500	chr6_30326000_31400000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31462500	31463500	chr6_30326000_31463000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31494500	31495500	chr6_30326000_31495000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31540500	31541500	chr6_30326000_31541000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30809500	30810500	chr6_30326000_30810000	promoter	NA	E/P-other	GM12878
chr6	30325500	30326500	chr6	31619500	31620500	chr6_30326000_31620000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	31703500	31704500	chr6_30326000_31704000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31897500	31898500	chr6_30326000_31898000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31971500	31972500	chr6_30326000_31972000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	31187500	31188500	chr6_30326000_31188000	promoter	NA	E/P-other	GM12878
chr6	30325500	30326500	chr6	31196500	31197500	chr6_30326000_31197000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	32176500	32177500	chr6_30326000_32177000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30488500	30489500	chr6_30326000_30489000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30570500	30571500	chr6_30326000_30571000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30742500	30743500	chr6_30326000_30743000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30615500	30616500	chr6_30326000_30616000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	30524500	30525500	chr6_30326000_30525000	promoter	NA	E/P-other	GM12878
chr6	30325500	30326500	chr6	30555500	30556500	chr6_30326000_30556000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	31271500	31272500	chr6_30326000_31272000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30954500	30955500	chr6_30326000_30955000	promoter	NA	E/P-other	GM12878
chr6	30325500	30326500	chr6	30508500	30509500	chr6_30326000_30509000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	30646500	30647500	chr6_30326000_30647000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30671500	30672500	chr6_30326000_30672000	promoter	NA	E/P-other	GM12878
chr6	30325500	30326500	chr6	30685500	30686500	chr6_30326000_30686000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	30689500	30690500	chr6_30326000_30690000	promoter	enhancer	E-P	GM12878
chr6	30325500	30326500	chr6	30716500	30717500	chr6_30326000_30717000	promoter	promoter	P-P	GM12878
chr6	30325500	30326500	chr6	30735500	30736500	chr6_30326000_30736000	promoter	enhancer	E-P	GM12878
chr6	30326500	30327500	chr6	30343500	30344500	chr6_30327000_30344000	promoter	NA	E/P-other	GM12878
chr6	30344500	30345500	chr6	30646500	30647500	chr6_30345000_30647000	promoter	promoter	P-P	GM12878
chr6	30344500	30345500	chr6	30717500	30718500	chr6_30345000_30718000	promoter	promoter	P-P	GM12878
chr6	30344500	30345500	chr6	30615500	30616500	chr6_30345000_30616000	promoter	enhancer	E-P	GM12878
chr6	30344500	30345500	chr6	30555500	30556500	chr6_30345000_30556000	promoter	enhancer	E-P	GM12878
chr6	30345500	30346500	chr6	30670500	30671500	chr6_30346000_30671000	enhancer	CTCF	E/P-other	GM12878
chr6	30345500	30346500	chr6	30522500	30523500	chr6_30346000_30523000	enhancer	NA	E/P-other	GM12878
chr6	30490500	30491500	chr6	30504500	30505500	chr6_30491000_30505000	enhancer	NA	E/P-other	GM12878
chr6	30508500	30509500	chr6	30719500	30720500	chr6_30509000_30720000	enhancer	promoter	E-P	GM12878
chr6	30508500	30509500	chr6	30527500	30528500	chr6_30509000_30528000	enhancer	enhancer	E-E	GM12878
chr6	30508500	30509500	chr6	30684500	30685500	chr6_30509000_30685000	enhancer	promoter	E-P	GM12878
chr6	30508500	30509500	chr6	30735500	30736500	chr6_30509000_30736000	enhancer	enhancer	E-E	GM12878
chr6	30508500	30509500	chr6	31271500	31272500	chr6_30509000_31272000	enhancer	promoter	E-P	GM12878
chr6	30508500	30509500	chr6	31185500	31186500	chr6_30509000_31186000	enhancer	enhancer	E-E	GM12878
chr6	30508500	30509500	chr6	31569500	31570500	chr6_30509000_31570000	enhancer	NA	E/P-other	GM12878
chr6	30509500	30510500	chr6	30615500	30616500	chr6_30510000_30616000	enhancer	enhancer	E-E	GM12878
chr6	30515500	30516500	chr6	31271500	31272500	chr6_30516000_31272000	promoter	promoter	P-P	GM12878
chr6	30515500	30516500	chr6	30646500	30647500	chr6_30516000_30647000	promoter	promoter	P-P	GM12878
chr6	30515500	30516500	chr6	30527500	30528500	chr6_30516000_30528000	promoter	enhancer	E-P	GM12878
chr6	30515500	30516500	chr6	30555500	30556500	chr6_30516000_30556000	promoter	enhancer	E-P	GM12878
chr6	30527500	30528500	chr6	30813500	30814500	chr6_30528000_30814000	enhancer	enhancer	E-E	GM12878
chr6	30527500	30528500	chr6	30615500	30616500	chr6_30528000_30616000	enhancer	enhancer	E-E	GM12878
chr6	30527500	30528500	chr6	31736500	31737500	chr6_30528000_31737000	enhancer	promoter	E-P	GM12878
chr6	30527500	30528500	chr6	30555500	30556500	chr6_30528000_30556000	enhancer	enhancer	E-E	GM12878
chr6	30527500	30528500	chr6	30718500	30719500	chr6_30528000_30719000	enhancer	enhancer	E-E	GM12878
chr6	30527500	30528500	chr6	31004500	31005500	chr6_30528000_31005000	enhancer	NA	E/P-other	GM12878
chr6	30555500	30556500	chr6	32176500	32177500	chr6_30556000_32177000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31356500	31357500	chr6_30556000_31357000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31399500	31400500	chr6_30556000_31400000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31492500	31493500	chr6_30556000_31493000	enhancer	NA	E/P-other	GM12878
chr6	30555500	30556500	chr6	31540500	31541500	chr6_30556000_31541000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31738500	31739500	chr6_30556000_31739000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	31971500	31972500	chr6_30556000_31972000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	32128500	32129500	chr6_30556000_32129000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	32190500	32191500	chr6_30556000_32191000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	30793500	30794500	chr6_30556000_30794000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	30876500	30877500	chr6_30556000_30877000	enhancer	NA	E/P-other	GM12878
chr6	30555500	30556500	chr6	31087500	31088500	chr6_30556000_31088000	enhancer	CTCF	E/P-other	GM12878
chr6	30555500	30556500	chr6	31271500	31272500	chr6_30556000_31272000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31462500	31463500	chr6_30556000_31463000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31559500	31560500	chr6_30556000_31560000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	31651500	31652500	chr6_30556000_31652000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31197500	31198500	chr6_30556000_31198000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	30685500	30686500	chr6_30556000_30686000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	30907500	30908500	chr6_30556000_30908000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	30615500	30616500	chr6_30556000_30616000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	30646500	30647500	chr6_30556000_30647000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	30719500	30720500	chr6_30556000_30720000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	30757500	30758500	chr6_30556000_30758000	enhancer	NA	E/P-other	GM12878
chr6	30555500	30556500	chr6	30782500	30783500	chr6_30556000_30783000	enhancer	NA	E/P-other	GM12878
chr6	30555500	30556500	chr6	30810500	30811500	chr6_30556000_30811000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	30817500	30818500	chr6_30556000_30818000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	30954500	30955500	chr6_30556000_30955000	enhancer	NA	E/P-other	GM12878
chr6	30555500	30556500	chr6	31003500	31004500	chr6_30556000_31004000	enhancer	NA	E/P-other	GM12878
chr6	30555500	30556500	chr6	31158500	31159500	chr6_30556000_31159000	enhancer	promoter	E-P	GM12878
chr6	30555500	30556500	chr6	31185500	31186500	chr6_30556000_31186000	enhancer	enhancer	E-E	GM12878
chr6	30555500	30556500	chr6	31202500	31203500	chr6_30556000_31203000	enhancer	enhancer	E-E	GM12878
chr6	30556500	30557500	chr6	31957500	31958500	chr6_30557000_31958000	promoter	promoter	P-P	GM12878
chr6	30556500	30557500	chr6	31567500	31568500	chr6_30557000_31568000	promoter	enhancer	E-P	GM12878
chr6	30556500	30557500	chr6	30671500	30672500	chr6_30557000_30672000	promoter	NA	E/P-other	GM12878
chr6	30556500	30557500	chr6	30882500	30883500	chr6_30557000_30883000	promoter	promoter	P-P	GM12878
chr6	30556500	30557500	chr6	31163500	31164500	chr6_30557000_31164000	promoter	NA	E/P-other	GM12878
chr6	30556500	30557500	chr6	30569500	30570500	chr6_30557000_30570000	promoter	NA	E/P-other	GM12878
chr6	30570500	30571500	chr6	30719500	30720500	chr6_30571000_30720000	promoter	promoter	P-P	GM12878
chr6	30570500	30571500	chr6	31157500	31158500	chr6_30571000_31158000	promoter	promoter	P-P	GM12878
chr6	30570500	30571500	chr6	30615500	30616500	chr6_30571000_30616000	promoter	enhancer	E-P	GM12878
chr6	30570500	30571500	chr6	30671500	30672500	chr6_30571000_30672000	promoter	NA	E/P-other	GM12878
chr6	30570500	30571500	chr6	30735500	30736500	chr6_30571000_30736000	promoter	enhancer	E-P	GM12878
chr6	30570500	30571500	chr6	31187500	31188500	chr6_30571000_31188000	promoter	NA	E/P-other	GM12878
chr6	30570500	30571500	chr6	31197500	31198500	chr6_30571000_31198000	promoter	promoter	P-P	GM12878
chr6	30570500	30571500	chr6	31357500	31358500	chr6_30571000_31358000	promoter	enhancer	E-P	GM12878
chr6	30570500	30571500	chr6	32128500	32129500	chr6_30571000_32129000	promoter	promoter	P-P	GM12878
chr6	30570500	30571500	chr6	30646500	30647500	chr6_30571000_30647000	promoter	promoter	P-P	GM12878
chr6	30570500	30571500	chr6	31400500	31401500	chr6_30571000_31401000	promoter	promoter	P-P	GM12878
chr6	30570500	30571500	chr6	31735500	31736500	chr6_30571000_31736000	promoter	promoter	P-P	GM12878
chr6	30570500	30571500	chr6	32190500	32191500	chr6_30571000_32191000	promoter	enhancer	E-P	GM12878
chr6	30614500	30615500	chr6	31727500	31728500	chr6_30615000_31728000	enhancer	enhancer	E-E	GM12878
chr6	30614500	30615500	chr6	31901500	31902500	chr6_30615000_31902000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31540500	31541500	chr6_30616000_31541000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31651500	31652500	chr6_30616000_31652000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31664500	31665500	chr6_30616000_31665000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31735500	31736500	chr6_30616000_31736000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	32190500	32191500	chr6_30616000_32191000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	30783500	30784500	chr6_30616000_30784000	enhancer	NA	E/P-other	GM12878
chr6	30615500	30616500	chr6	30793500	30794500	chr6_30616000_30794000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	31813500	31814500	chr6_30616000_31814000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	31833500	31834500	chr6_30616000_31834000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	31897500	31898500	chr6_30616000_31898000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31971500	31972500	chr6_30616000_31972000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	32128500	32129500	chr6_30616000_32129000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	32176500	32177500	chr6_30616000_32177000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31795500	31796500	chr6_30616000_31796000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31801500	31802500	chr6_30616000_31802000	enhancer	NA	E/P-other	GM12878
chr6	30615500	30616500	chr6	31862500	31863500	chr6_30616000_31863000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	30685500	30686500	chr6_30616000_30686000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	30912500	30913500	chr6_30616000_30913000	enhancer	NA	E/P-other	GM12878
chr6	30615500	30616500	chr6	31400500	31401500	chr6_30616000_31401000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31356500	31357500	chr6_30616000_31357000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	30735500	30736500	chr6_30616000_30736000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	30742500	30743500	chr6_30616000_30743000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	30757500	30758500	chr6_30616000_30758000	enhancer	NA	E/P-other	GM12878
chr6	30615500	30616500	chr6	30766500	30767500	chr6_30616000_30767000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	30883500	30884500	chr6_30616000_30884000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	30814500	30815500	chr6_30616000_30815000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	30719500	30720500	chr6_30616000_30720000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31271500	31272500	chr6_30616000_31272000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31004500	31005500	chr6_30616000_31005000	enhancer	NA	E/P-other	GM12878
chr6	30615500	30616500	chr6	31157500	31158500	chr6_30616000_31158000	enhancer	promoter	E-P	GM12878
chr6	30615500	30616500	chr6	31186500	31187500	chr6_30616000_31187000	enhancer	NA	E/P-other	GM12878
chr6	30615500	30616500	chr6	31202500	31203500	chr6_30616000_31203000	enhancer	enhancer	E-E	GM12878
chr6	30615500	30616500	chr6	31196500	31197500	chr6_30616000_31197000	enhancer	enhancer	E-E	GM12878
chr6	30616500	30617500	chr6	30954500	30955500	chr6_30617000_30955000	promoter	NA	E/P-other	GM12878
chr6	30616500	30617500	chr6	31619500	31620500	chr6_30617000_31620000	promoter	enhancer	E-P	GM12878
chr6	30616500	30617500	chr6	31492500	31493500	chr6_30617000_31493000	promoter	NA	E/P-other	GM12878
chr6	30616500	30617500	chr6	30646500	30647500	chr6_30617000_30647000	promoter	promoter	P-P	GM12878
chr6	30616500	30617500	chr6	30906500	30907500	chr6_30617000_30907000	promoter	NA	E/P-other	GM12878
chr6	30616500	30617500	chr6	31462500	31463500	chr6_30617000_31463000	promoter	promoter	P-P	GM12878
chr6	30617500	30618500	chr6	31085500	31086500	chr6_30618000_31086000	promoter	NA	E/P-other	GM12878
chr6	30618500	30619500	chr6	30624500	30625500	chr6_30619000_30625000	enhancer	NA	E/P-other	GM12878
chr6	30626500	30627500	chr6	30671500	30672500	chr6_30627000_30672000	promoter	NA	E/P-other	GM12878
chr6	30626500	30627500	chr6	31086500	31087500	chr6_30627000_31087000	promoter	NA	E/P-other	GM12878
chr6	30647500	30648500	chr6	30670500	30671500	chr6_30648000_30671000	enhancer	CTCF	E/P-other	GM12878
chr6	30647500	30648500	chr6	31156500	31157500	chr6_30648000_31157000	enhancer	NA	E/P-other	GM12878
chr6	30647500	30648500	chr6	30729500	30730500	chr6_30648000_30730000	enhancer	NA	E/P-other	GM12878
chr6	30678500	30679500	chr6	30721500	30722500	chr6_30679000_30722000	enhancer	promoter	E-P	GM12878
chr6	30678500	30679500	chr6	31086500	31087500	chr6_30679000_31087000	enhancer	NA	E/P-other	GM12878
chr6	30678500	30679500	chr6	30877500	30878500	chr6_30679000_30878000	enhancer	enhancer	E-E	GM12878
chr6	30679500	30680500	chr6	30912500	30913500	chr6_30680000_30913000	enhancer	NA	E/P-other	GM12878
chr6	30679500	30680500	chr6	30821500	30822500	chr6_30680000_30822000	enhancer	enhancer	E-E	GM12878
chr6	30681500	30682500	chr6	31004500	31005500	chr6_30682000_31005000	enhancer	NA	E/P-other	GM12878
